id,jurisdiction,guide_name,source_kind,official_owner,official_url,scope,priority,latitude,longitude,coordinate_role,geocode_query,geocode_status,geocode_label,spot_extraction_status,notes
tas_bruny_d_entrecasteaux_region,TAS,Bruny D'Entrecasteaux Region,official_hot_fishing_spots_region,Fishing Tasmania / NRE Tasmania,https://fishing.tas.gov.au/recreational-fishing/fishing-tips/hot-fishing-spots,coastal_estuary,1,-43.16,147.28,guide_area_center,Bruny Island D'Entrecasteaux Channel Tasmania Australia,manual_region_centroid,Bruny Island D'Entrecasteaux Channel Tasmania Australia,guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
tas_derwent_river,TAS,Derwent River,official_hot_fishing_spots_region,Fishing Tasmania / NRE Tasmania,https://fishing.tas.gov.au/recreational-fishing/fishing-tips/hot-fishing-spots,coastal_estuary,1,-42.758135,147.250253,guide_area_center,Derwent River Hobart Tasmania Australia,nominatim_first_match,"River Derwent Marine Conservation Area, Hobart, Tasmania, Australia",guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
tas_east_coast_region,TAS,East Coast Region,official_hot_fishing_spots_region,Fishing Tasmania / NRE Tasmania,https://fishing.tas.gov.au/recreational-fishing/fishing-tips/hot-fishing-spots,coastal_estuary,1,-42.08,148.05,guide_area_center,Bicheno Swansea Triabunna Orford Tasmania Australia,manual_region_centroid,Bicheno Swansea Triabunna Orford Tasmania Australia,guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
tas_tasman_peninsula_region,TAS,Tasman Peninsula Region,official_hot_fishing_spots_region,Fishing Tasmania / NRE Tasmania,https://fishing.tas.gov.au/recreational-fishing/fishing-tips/hot-fishing-spots,coastal_estuary,1,-43.03,147.92,guide_area_center,Eaglehawk Neck Tasman Peninsula Tasmania Australia,manual_region_centroid,Eaglehawk Neck Tasman Peninsula Tasmania Australia,guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
tas_st_helens_region,TAS,St Helens Region,official_hot_fishing_spots_region,Fishing Tasmania / NRE Tasmania,https://fishing.tas.gov.au/recreational-fishing/fishing-tips/hot-fishing-spots,coastal_estuary,1,-41.31,148.28,guide_area_center,St Helens Georges Bay Binalong Bay Tasmania Australia,manual_region_centroid,St Helens Georges Bay Binalong Bay Tasmania Australia,guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
tas_north_east_coast_and_flinders_island,TAS,North East Coast and Flinders Island,official_hot_fishing_spots_region,Fishing Tasmania / NRE Tasmania,https://fishing.tas.gov.au/recreational-fishing/fishing-tips/hot-fishing-spots,coastal_estuary,1,-40.43,148.14,guide_area_center,Bridport Musselroe Bay Flinders Island Tasmania Australia,manual_region_centroid,Bridport Musselroe Bay Flinders Island Tasmania Australia,guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
tas_tamar_river,TAS,Tamar River,official_hot_fishing_spots_region,Fishing Tasmania / NRE Tasmania,https://fishing.tas.gov.au/recreational-fishing/fishing-tips/hot-fishing-spots,coastal_estuary,1,-41.1,146.85,guide_area_center,Tamar River George Town Tasmania Australia,manual_region_centroid,Tamar River George Town Tasmania Australia,guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
tas_devonport_and_port_sorell_region,TAS,Devonport and Port Sorell Region,official_hot_fishing_spots_region,Fishing Tasmania / NRE Tasmania,https://fishing.tas.gov.au/recreational-fishing/fishing-tips/hot-fishing-spots,coastal_estuary,1,-41.17,146.43,guide_area_center,Devonport Port Sorell Tasmania Australia,manual_region_centroid,Devonport Port Sorell Tasmania Australia,guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
tas_north_west_coast,TAS,North West Coast,official_hot_fishing_spots_region,Fishing Tasmania / NRE Tasmania,https://fishing.tas.gov.au/recreational-fishing/fishing-tips/hot-fishing-spots,coastal_estuary,1,-40.9,145.52,guide_area_center,Burnie Wynyard Stanley Tasmania Australia,manual_region_centroid,Burnie Wynyard Stanley Tasmania Australia,guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
tas_king_island,TAS,King Island,official_hot_fishing_spots_region,Fishing Tasmania / NRE Tasmania,https://fishing.tas.gov.au/recreational-fishing/fishing-tips/hot-fishing-spots,coastal_estuary,1,-39.868606,143.97858,guide_area_center,King Island Tasmania Australia,nominatim_first_match,"King Island, Tasmania, 7256, Australia",guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
tas_macquarie_harbour,TAS,Macquarie Harbour,official_hot_fishing_spots_region,Fishing Tasmania / NRE Tasmania,https://fishing.tas.gov.au/recreational-fishing/fishing-tips/hot-fishing-spots,coastal_estuary,1,-42.25,145.32,guide_area_center,Macquarie Harbour Strahan Tasmania Australia,manual_region_centroid,Macquarie Harbour Strahan Tasmania Australia,guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
nsw_go_fishing_sydney_harbour_s_wharves_piers_and_parks,NSW,"Go Fishing - Sydney Harbour's Wharves, Piers and Parks",official_go_fishing_guide,NSW DPI / DPIRD,https://www.dpi.nsw.gov.au/fishing/recreational/resources/info/fishing-locations/go-fishing-sydney-harbours-wharves%2C-piers-and-parks,coastal_estuary,1,-33.839694,151.186615,guide_area_center,Sydney Harbour New South Wales Australia,nominatim_first_match,"Sydney Harbour, Sydney, New South Wales, 2041, Australia",guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
nsw_go_fishing_botany_bay,NSW,Go Fishing - Botany Bay,official_go_fishing_guide,NSW DPI / DPIRD,https://www.dpi.nsw.gov.au/fishing/recreational/resources/info/fishing-locations/go-fishing-botany-bay,coastal_estuary,1,-33.981508,151.179617,guide_area_center,Botany Bay New South Wales Australia,nominatim_first_match,"Botany Bay, Sutherland Shire, Sydney, Sutherland Shire Council, New South Wales, Australia",guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
nsw_go_fishing_jervis_bay,NSW,Go Fishing - Jervis Bay,official_go_fishing_guide,NSW DPI / DPIRD,https://www.dpi.nsw.gov.au/fishing/recreational/resources/info,coastal_estuary,1,-35.05666,150.726202,guide_area_center,Jervis Bay New South Wales Australia,nominatim_first_match,"Jervis Bay, New South Wales, 2540, Australia",guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
nsw_go_fishing_lake_macquarie,NSW,Go Fishing - Lake Macquarie,official_go_fishing_guide,NSW DPI / DPIRD,https://www.dpi.nsw.gov.au/fishing/recreational/resources/info,coastal_estuary,1,-33.037433,151.529468,guide_area_center,Lake Macquarie New South Wales Australia,nominatim_first_match,"City of Lake Macquarie, New South Wales, Australia",guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
nsw_go_fishing_st_georges_basin,NSW,Go Fishing - St Georges Basin,official_go_fishing_guide,NSW DPI / DPIRD,https://www.dpi.nsw.gov.au/fishing/recreational/resources/info,coastal_estuary,1,-35.118678,150.605252,guide_area_center,St Georges Basin New South Wales Australia,nominatim_first_match,"St Georges Basin, New South Wales, 2540, Australia",guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
nsw_go_fishing_tuross_head,NSW,Go Fishing - Tuross Head,official_go_fishing_guide,NSW DPI / DPIRD,https://www.dpi.nsw.gov.au/fishing/recreational/resources/info,coastal_estuary,1,-36.059449,150.138117,guide_area_center,Tuross Head New South Wales Australia,nominatim_first_match,"Tuross Head, New South Wales, 2537, Australia",guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
nsw_go_fishing_middle_and_north_harbour_parks_and_reserves,NSW,Go Fishing - Middle and North Harbour Parks and Reserves,official_go_fishing_guide,NSW DPI / DPIRD,https://www.dpi.nsw.gov.au/fishing/recreational/resources/info,coastal_estuary,1,-33.791122,151.234175,guide_area_center,Middle Harbour Sydney New South Wales Australia,nominatim_first_match,"Middle Harbour, Northern Beaches, Sydney, New South Wales, Australia",guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
nsw_go_fishing_parramatta_and_lane_cove_rivers_wharves_and_parks,NSW,Go Fishing - Parramatta and Lane Cove Rivers' Wharves and Parks,official_go_fishing_guide,NSW DPI / DPIRD,https://www.dpi.nsw.gov.au/fishing/recreational/resources/info,tidal_estuary,1,-33.825,151.09,guide_area_center,Parramatta River Lane Cove River Sydney New South Wales Australia,manual_region_centroid,Parramatta River Lane Cove River Sydney New South Wales Australia,guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
nsw_go_fishing_coffs_coast,NSW,Go Fishing - Coffs Coast,official_go_fishing_guide,NSW DPI / DPIRD,https://www.dpi.nsw.gov.au/fishing/recreational/resources/info,coastal_estuary,1,-30.2963,153.1135,guide_area_center,Coffs Coast New South Wales Australia,manual_region_centroid,Coffs Coast New South Wales Australia,guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
nsw_go_fishing_hawkesbury_river,NSW,Go Fishing - Hawkesbury River,official_go_fishing_guide,NSW DPI / DPIRD,https://www.dpi.nsw.gov.au/fishing/recreational/resources/info,tidal_estuary,1,-33.55,151.24,guide_area_center,Hawkesbury River Broken Bay New South Wales Australia,manual_region_centroid,Hawkesbury River Broken Bay New South Wales Australia,guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
nsw_go_fishing_bermagui,NSW,Go Fishing - Bermagui,official_go_fishing_guide,NSW DPI / DPIRD,https://www.dpi.nsw.gov.au/fishing/recreational/resources/info,coastal_estuary,1,-36.427862,150.077395,guide_area_center,Bermagui New South Wales Australia,nominatim_first_match,"Bermagui, New South Wales, 2546, Australia",guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
nsw_go_fishing_great_lakes,NSW,Go Fishing - Great Lakes,official_go_fishing_guide,NSW DPI / DPIRD,https://www.dpi.nsw.gov.au/fishing/recreational/resources/info,coastal_estuary,1,-32.181,152.511,guide_area_center,Great Lakes Forster Tuncurry New South Wales Australia,manual_region_centroid,Great Lakes Forster Tuncurry New South Wales Australia,guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
nsw_go_fishing_ulladulla,NSW,Go Fishing - Ulladulla,official_go_fishing_guide,NSW DPI / DPIRD,https://www.dpi.nsw.gov.au/fishing/recreational/resources/info,coastal_estuary,1,-35.36215,150.475171,guide_area_center,Ulladulla New South Wales Australia,nominatim_first_match,"Ulladulla, New South Wales, 2539, Australia",guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
nsw_go_fishing_port_macquarie,NSW,Go Fishing - Port Macquarie,official_go_fishing_guide,NSW DPI / DPIRD,https://www.dpi.nsw.gov.au/fishing/recreational/resources/info,coastal_estuary,1,-31.42995,152.910352,guide_area_center,Port Macquarie New South Wales Australia,nominatim_first_match,"Port Macquarie, New South Wales, 2444, Australia",guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
nsw_go_fishing_batemans_bay,NSW,Go Fishing - Batemans Bay,official_go_fishing_guide,NSW DPI / DPIRD,https://www.dpi.nsw.gov.au/fishing/recreational/resources/info,coastal_estuary,1,-35.707218,150.178289,guide_area_center,Batemans Bay New South Wales Australia,nominatim_first_match,"Batemans Bay, New South Wales, 2536, Australia",guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
vic_port_phillip_bay,VIC,Port Phillip Bay,official_fishing_locations_page,Victorian Fisheries Authority,https://vfa.vic.gov.au/recreational-fishing/fishing-locations,coastal_bay,2,-38.104648,144.779855,guide_area_center,Port Phillip Bay Victoria Australia,nominatim_first_match,"Port Phillip, Victoria, 3225, Australia",guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
vic_western_port,VIC,Western Port,official_fishing_locations_page,Victorian Fisheries Authority,https://vfa.vic.gov.au/recreational-fishing/fishing-locations,coastal_bay,2,-38.382344,145.468324,guide_area_center,Western Port Victoria Australia,nominatim_first_match,"Western Port, Victoria, Australia",guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
vic_hopkins_river,VIC,Hopkins River,official_fishing_locations_page,Victorian Fisheries Authority,https://vfa.vic.gov.au/recreational-fishing/fishing-locations,tidal_estuary,2,-38.395634,142.507365,guide_area_center,Hopkins River Warrnambool Victoria Australia,nominatim_first_match,"Hopkins River Milk Bar, Hopkins Road, Warrnambool, Victoria, 3280, Australia",guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
wa_recreational_fishing_location_guide,WA,Recreational Fishing Location Guide,official_location_guide_pdf,DPIRD Western Australia,https://library.dpird.wa.gov.au/fr_fop/58/,coastal_statewide,2,-26.0,121.0,guide_area_center,Western Australia coast Australia,manual_statewide_centroid,Western Australia coast Australia,guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
nt_land_based_fishing_guide_darwin_and_beyond,NT,Land Based Fishing Guide - Darwin and Beyond,government_supported_land_based_guide,AFANT with NT Government Recreational Fishing Grant support,https://afant.com.au/lbfg-darwin/,coastal_estuary,3,-12.430177,130.79132,guide_area_center,Darwin Harbour Northern Territory Australia,nominatim_first_match,"Darwin Harbour, Northern Territory, 0822, Australia",guide_level_only,First-pass map coordinate for the official guide area; extract individual spots separately.
